t,observation_1
1,1.0132045891266446
2,0.9973935397090954
3,0.9967333605553287
4,0.995575563773812
5,1.0018106108850233
6,0.991045737306463
7,1.0016578249001373
8,0.9849387016927508
9,0.9937826393485699
10,0.9925599860797742
11,1.0095399924803024
12,0.9854033686546249
13,0.9996574840262863
14,0.9860385020744111
15,0.9974809742297174
16,0.9937297980179175
17,1.0040311766579222
18,1.0095138560518515
19,1.0051876189924354
20,0.997247590539246
21,1.0054337818053751
22,1.0031741214696526
23,1.0037626341048411
24,0.9978701653637723
25,0.9894134518081267
26,0.9945637684913241
27,1.0088496212547655
28,0.9932060336409306
29,0.9896094902187847
30,1.0017499343400795
31,1.0020088450596283
32,1.004968683302649
33,1.0045970393317547
34,0.9888621111314175
35,0.9914432476990179
36,0.9918097324278952
37,1.0032854496560202
38,0.9853969380976371
39,1.0040416740626246
40,1.0025941715276216
41,1.0004461099020496
42,0.9925086738176446
43,1.006559373346816
44,0.9894662316799173
45,0.9934138860814407
46,1.0051767081723477
47,1.0086736313357612
48,0.9946255823461226
49,0.9948666488500887
50,1.0010863341135432
51,1.0016275673370802
52,1.0037014515094205
53,1.0112430288280483
54,0.9887929403993326
55,1.008365610539356
56,0.9957180652737511
57,1.0032253160846947
58,1.0095552337071896
59,1.0048651039363115
60,0.9875880496602663
61,1.0033870457929592
62,0.9960024871678147
63,0.9949162045842783
64,0.9893321161684783
65,1.0078833575884851
66,0.9964937298904452
67,1.002977198380663
68,0.9928038136625202
69,1.0019027795135989
70,0.9949357050018358
71,0.9993637963979826
72,1.0026375847331173
73,1.0
74,1.0
75,0.9971879757644371
76,0.9969980454093103
77,0.9908759124087592
78,1.0011970983684393
79,0.9892393334712
80,0.9986983781648937
81,0.992645780392066
82,0.9956859256817013
83,0.9870962119224426
84,0.9966603053435115
85,1.0061273570263882
86,1.0078979223189573
87,0.9991503942737588
88,1.0115278754691397
89,1.0
90,1.0086875748044137
91,0.9923133464967585
92,0.9977601265384392
93,1.0077635852751525
94,1.0152218526475174
95,0.9989028403834199
96,1.0043932353426521
97,1.026517199688851
98,0.9946737683089214
99,1.0049977470646474
100,1.0134090897018984
101,0.9920259586616763
102,0.9957601564691066
103,0.9956533094989606
104,1.0
105,1.011404068495539
106,1.020084610472885
107,0.9998273305942358
108,1.0101053296583613
109,1.0035057508216652
110,0.9995739604546683
111,0.9930100150519743
112,1.0084986043493664
113,0.9959141567682832
114,0.9929914947248931
115,1.0087794377200823
116,1.0134812703311646
117,0.9990738359900428
118,0.9962079715301613
119,0.9918795669240036
120,0.9993178178624703
121,1.0010240238281907
122,0.9991474850809889
123,1.002986348122867
124,1.0068056146320714
125,1.001351901635773
126,0.9905493617394283
127,0.9937813709206039
128,1.0067718366015692
129,0.998978330207003
130,0.9992329119776638
131,0.9936028660492835
132,0.9902137315004379
133,1.0028609005878848
134,0.9985303655165733
135,0.995671370352628
136,1.0119989993227279
137,1.0036085154083483
138,1.0036812335570575
139,1.008700060524967
140,1.0034669166840682
141,0.9958709846251268
142,0.9944152162941653
143,1.004254595139333
144,0.9850872934128987
145,1.0012042185132137
146,1.0016323233797788
147,0.9928809943783162
148,0.9947304978277579
149,0.9945288329760096
150,1.0038421451289445
151,1.0042623734500038
152,0.9851884143906995
153,0.9911201201255991
154,0.9710812594303183
155,1.0068511924130181
156,0.9988206071353656
157,1.0034516547130017
158,0.995745495266032
159,0.992545498934659
160,1.0058617897577669
161,1.0020033448734358
162,0.9923663901965694
163,0.9786629589486034
164,0.9904557390868314
165,0.9768540387340576
166,0.9996131291933632
167,0.9839396517240365
168,1.0058014006037979
169,1.0
170,1.0179880965635937
171,0.9989435344236389
172,1.0122092615250364
173,1.003609010038657
174,1.001324902506629
175,0.9916832747747306
176,1.0011435729686806
177,0.9861970490242742
178,1.0
179,1.0097490111833374
180,0.9990440684223897
181,0.9997130162043643
182,0.9932043478900928
183,0.9854486110663443
184,0.9985331507570783
185,0.9857017178190024
186,0.9995032290114257
187,0.9753479246590768
188,1.002140211536702
189,0.983931670915168
190,1.0036175710594315
191,1.001647760644632
192,1.0045239816209246
193,0.9907881269191402
194,1.0182851365775116
195,1.012985682899921
196,1.0126189039418503
197,0.9923845798063512
198,1.0292006438557963
199,1.0333107640559356
200,0.9702933634175479
201,0.9937222331014737
202,0.9926134352796602
203,0.9993145870798021
204,1.001273808406059
205,0.9929542890351142
206,0.9933970512206279
207,1.0067460196358817
208,1.0025621173160915
209,1.0052093450617137
210,1.0107557825692262
211,0.9936151921276041
212,0.9912374644981705
213,0.9879186837364475
214,0.9996023430266847
215,0.9880644522492492
216,1.0074491274381345
217,0.9894084974867823
218,1.0003029567655732
219,1.0077738639142162
220,1.0084151104750378
221,0.9957282059435122
222,0.9894243482839122
223,1.0022184251083501
224,1.0051312762457614
225,1.0018017895825513
226,0.9946043530727707
227,1.0064295391018034
228,1.0037931601510002
229,1.0131265041045172
230,1.0086376009996154
231,1.0050604061558317
232,1.0013554437234375
233,1.0189519421597735
234,0.9925032984930607
235,1.0033464001513537
236,0.9923765963275378
237,0.9960630156617825
238,1.0052057284195162
239,1.0067133406807325
240,0.9939983547195755
241,1.0027793984533315
242,1.0115645369600141
243,1.0032124190623908
244,0.9992465164896084
245,0.9924599434495759
246,0.9962962731110517
247,1.0057191880084153
248,0.9983888245557669
249,0.9950635341544823
250,1.0014310246802844
251,1.0071448988747946
252,0.9912032470796998
253,1.0021947959769335
254,0.9970482044086192
255,1.0
256,1.004966166902332
257,0.9971491020994051
258,0.9938053943604984
259,0.992903697672072
260,0.9947846008434099
261,1.0035921856037622
262,0.9943891583324181
