Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,3962.199951171875,4004.39990234375,3962.199951171875,4004.39990234375,3994.23095703125,164600
1990-01-03,4014.300048828125,4020.89990234375,4007.199951171875,4009.5,3999.31787109375,147600
1990-01-04,4011.199951171875,4016.199951171875,3996.699951171875,4000.89990234375,3990.73974609375,297100
1990-01-05,3997.699951171875,4007.60009765625,3989.300048828125,3990.39990234375,3980.266357421875,279500
1990-01-08,3981.199951171875,3981.199951171875,3963.0,3971.10009765625,3961.015625,242800
1990-01-09,3974.10009765625,3974.10009765625,3951.10009765625,3952.39990234375,3942.363037109375,251400
1990-01-10,3943.699951171875,3946.10009765625,3932.699951171875,3941.60009765625,3931.59033203125,340600
1990-01-11,3945.0,3947.5,3937.699951171875,3941.699951171875,3931.68994140625,344500
1990-01-12,3907.60009765625,3907.60009765625,3879.699951171875,3881.800048828125,3871.942138671875,432100
1990-01-15,3885.800048828125,3898.89990234375,3873.0,3894.0,3884.111328125,235200
1990-01-16,3872.60009765625,3902.0,3872.60009765625,3900.0,3890.09619140625,315100
1990-01-17,3894.0,3897.199951171875,3872.300048828125,3872.300048828125,3862.46630859375,327600
1990-01-18,3862.39990234375,3868.800048828125,3850.89990234375,3857.39990234375,3847.604248046875,262000
1990-01-19,3872.39990234375,3872.39990234375,3856.0,3865.10009765625,3855.28466796875,309000
1990-01-22,3856.5,3856.5,3800.89990234375,3801.5,3791.84619140625,262100
1990-01-23,3821.300048828125,3821.300048828125,3793.5,3812.699951171875,3803.017822265625,304600
1990-01-24,3760.39990234375,3763.39990234375,3747.10009765625,3761.5,3751.94775390625,447200
1990-01-25,3764.39990234375,3764.39990234375,3748.39990234375,3749.39990234375,3739.87841796875,260400
1990-01-26,3756.5,3757.199951171875,3720.199951171875,3733.699951171875,3724.21826171875,308900
1990-01-29,3738.800048828125,3740.89990234375,3720.0,3722.5,3713.046630859375,192200
1990-01-30,3716.0,3716.39990234375,3696.60009765625,3707.0,3697.586181640625,273200
1990-01-31,3708.199951171875,3708.199951171875,3690.5,3704.39990234375,3694.99267578125,318900
1990-02-01,3714.0,3714.0,3699.699951171875,3709.10009765625,3699.680908203125,299900
1990-02-02,3703.800048828125,3726.60009765625,3703.800048828125,3719.60009765625,3710.154296875,223400
1990-02-05,3733.199951171875,3767.199951171875,3733.199951171875,3767.199951171875,3757.63330078125,254600
